request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
# RESET
# BEGIN TEST CLASS "TestReplayer"
# BEGIN TEST CASE "test"
"ea69b925-6ca5-e22f-bacc-6cea5afa0013",GET,/,"debug=true&language=en",,302,,,,1033402604511300,1033402723492300,1033402731895800
"0ee789e6-9cd3-c673-c1de-e11db2d6da18",GET,/any/system/welcome,,,200,text/html;charset=utf-8,banner=152,,1033402776565200,1033402795577600,1033409935392300
"c0e0b5b9-77e0-5d46-cc41-eb74caabb966",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,1033410125629100,1033410141666800,1033410143684700
"d9e1657e-4c25-c1ec-f11c-0e27b9a11aa8",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,1033410175424800,1033410178902900,1033410180320400
"67b0b626-bd00-bab1-5fca-ccdc233440aa",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,1033410205044600,1033410208510400,1033410209940500
"474f94a3-69b5-dbdc-8aeb-62b09858dba1",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,1033410237083500,1033410240735200,1033410242084800
"17cf08c9-c01d-2541-39db-bb239033e11f",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,1033410268810000,1033410273134000,1033410274722400
"0d51458a-1c8b-39e9-ba82-0047f9949186",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,1033410299181000,1033410302075100,1033410303763600
"6080f0a5-1795-32a4-5905-ba999d49b60a",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,1033410331605200,1033410336278300,1033410337853600
"8e4ce0f2-a9c4-9e2e-382d-83ca2e739044",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,1033410358986100,1033410362881100,1033410364545400
"2bbf66f5-c3a8-cb24-9a68-9a76d18575b2",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,1033410394358700,1033410397403000,1033410398629100
"f4448e80-7a40-478b-bae2-66609183e015",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,1033410427031800,1033410430685200,1033410431954100
